name,latitude,longitude,primary_fuel,estimated_generation_gwh_2017
Numappara,37.0938,139.9116,Hydro,1033.95
Nyugawa power station,33.9346,133.1149,Coal,1642.5
Obatake A,36.1353,140.1699,Solar,6.37
Obuchi-Okinosu ,34.6833,138.0053,Solar,32.6
Ofunato Solar Power Plant,39.1713,141.7256,Solar,31.74
Ogiri,31.9318,130.7977,Geothermal,157.65
Ogishima Cosmo,35.482,139.708,Solar,12.32
Ogishima Solar Power Plant,35.4888,139.7268,Solar,21.96
Ohgishima,35.4954,139.745,Gas,5524.17
Ohi,35.6146,139.7567,Oil,1755.58
Ohi,35.5424,135.6544,Nuclear,37625.12
Ohira,32.4206,130.7021,Hydro,979.66
Oita - Hoso Solar Power Plant,33.2323,131.7759,Solar,20.49
Oita - JGC Solar Power Plant,33.2558,131.7275,Solar,46.23
Oita - Marubeni Solar Power Plant,33.2596,131.7208,Solar,144.14
Oita - Mitsui Fudosan Solar Power Plant,33.2503,131.7604,Solar,37.95
Oita IPP power station,33.2687,131.6494,Coal,2168.1
Oita Thermal Power Plant,33.2672,131.7076,Gas,2972.47
Okawachi,35.1306,134.7108,Hydro,2666.74
Okayama Itochu,34.7299,133.8508,Solar,61.04
Okukiyotsu,36.8459,138.7662,Hydro,2422.79
Okumino,35.7387,136.6709,Hydro,3679.99
Okuniikappu,42.6741,142.6779,Hydro,95.19
Okutadami,37.1529,139.2504,Hydro,1150.44
Okutataragi,35.2406,134.8617,Hydro,4025.11
Okuyahagi Daini,35.195,137.4627,Hydro,1555.83
Okuyoshino,34.1178,135.8211,Hydro,2732.77
Omarugawa,32.2478,131.3735,Hydro,1677.24
Omuta Miikekou Solar Power Plant,33.0029,130.4006,Solar,33.77
Onagawa,38.4,141.5,Nuclear,17366.67
Onahama 1 Solar Power Plant,36.9442,140.8939,Solar,19.5
Onahama 2 Solar Power Plant,36.9331,140.8544,Solar,9.48
Onbetsu Solar Power Plant,42.9061,143.9641,Solar,30.4
Onikobe,38.8098,140.7086,Geothermal,67.56
Onoda 4,33.943,131.193,Solar,6.81
Onuma Plant,39.9813,140.7819,Geothermal,42.79
Osaki CoolGen Project,34.2591,132.8723,Coal,1090.62
Osakikamijima Solar Power Plant,34.239,132.8505,Solar,25.54
Oshirakawa,36.1412,136.8212,Hydro,135.66
Oshu,39.0509,141.071,Solar,22.76
Otake,33.1217,131.1902,Geothermal,56.3
Otawara A,36.908,140.107,Solar,20.48
Otawara B,36.9172,140.1017,Solar,7.95
Oto A,33.5967,130.8442,Solar,10.51
Otori,37.2147,139.2139,Hydro,451.02
Owase Mita,34.067,136.207,Oil,1462.98
Oyama A,36.2834,139.7996,Solar,9.19
Ozu,32.932,130.915,Solar,32.7
Ozu A,32.918,130.932,Solar,73.11
Ozu B,32.928,130.958,Solar,47.68
Ozu Solar Power Plant,32.8724,130.9056,Solar,1.66
Reihoku power station,32.4855,130.0429,Coal,9198
Renatosu Soma,37.771,140.984,Solar,79.7
Rokkasho - Chitosedaira North Solar Power Plant,40.8964,141.2815,Solar,73.68
Rokkasho - Takahoko Solar Power Plant,40.9277,141.3642,Solar,95.96
Rokunohe A,40.665,141.336,Solar,18.07
Rokunohe B,40.6627,141.3312,Solar,5.72
Saga Ouchi,33.328,130.022,Solar,37.97
Saijo - Itochu Solar Power Plant,33.9429,133.1122,Solar,60.66
Saijo - Sumitomo Solar Power Plant,33.9263,133.1248,Solar,41.31
Saijo power station,33.9327,133.1677,Coal,2667.42
Saijocho Taguchi Solar Power Plant,34.385,132.7326,Solar,4.52
Sakai Solar Power Plant,34.5842,135.4086,Solar,45.45
Sakaide,34.3419,133.8442,Oil,2507.97
Sakaide - JAG Solar Power Plant,34.3451,133.8846,Solar,3.24
Sakaiko,34.5704,135.4417,Gas,9048.61
Sakata Kyodo power station,38.9686,139.8322,Coal,4599
Sakuma,35.0908,137.8047,Hydro,758.93
Sanda A,34.9158,135.1607,Solar,11.38
Sanda Hyōgo,34.8901,135.1734,Solar,25.01
Sano A,34.475,134.942,Solar,14.63
Sanoniijima,34.4513,134.9262,Solar,8.65
Sanyo Onoda Solar Power Plant,33.9884,131.1656,Solar,37.43
Sekiyatsu A,35.1725,140.3137,Solar,8.88
Sendai,31.8579,130.1997,Oil,1671.98
Sendai,31.8335,130.1887,Nuclear,14219.26
Sendai Solar Power Plant,38.318,141.0756,Solar,2.92
Sera A,34.6042,132.9106,Solar,8.36
Sera Town,34.5938,132.9703,Solar,9.85
Setouchi,34.643,134.159,Solar,376.31
Sharp - Yaita Solar Power Plant,36.7632,139.9263,Solar,2.51
Shibukawa Solar Power Plant,36.4752,138.986,Solar,3.45
Shibushi - Solarig Solar Power Plant,31.4911,131.1142,Solar,2.99
Shichinohe,40.776,141.179,Solar,68.46
Shika,37.0609,136.7265,Nuclear,13947.65
Shikamachi,37.075,136.755,Solar,9.74
Shikoku Tachibana-wan power station,33.856,134.6513,Coal,4599
Shimami,37.9774,139.2006,Solar,22.18
Shimane,35.5379,132.9991,Nuclear,6550.44
Shimogo,37.3448,139.9087,Hydro,2422.79
Shin Kokura,33.9078,130.8614,Gas,8143.75
Shin Mine CS,34.254,131.181,Solar,99.47
Shin Nagoya,35.0645,136.8767,Gas,13835.33
Shin Nariwagawa,34.821,133.4028,Hydro,477.11
Shin Oita,33.2672,131.7076,Gas,10383.28
Shin Onoda power station,33.969,131.1634,Coal,6570
Shin Takasegawa,36.4739,137.6897,Hydro,3096.57
Shin Toyone,35.1258,137.7606,Hydro,2725.64
Shinagawa,35.6199,139.7559,Gas,5157.71
Shinanogawa,37.055,138.6828,Hydro,431.95
Shinchi power station,37.8427,140.9456,Coal,13140
Shinji,36.143,140.1654,Solar,9.82
Shinkai-machi Solar Power Plant,33.0428,130.4235,Solar,19.99
Shinmaiko Solar Power Plant,34.9545,136.8157,Solar,22.16
Shinto - Softbank Solar Power Plant,36.465,138.9225,Solar,3.44
Shiobara,36.9937,139.8671,Hydro,2130.42
Shiohama Chemical New power station,34.9411,136.632,Coal,446.76
Shirakawa,37.153,140.236,Solar,47.07
Shirakawa A,37.136,140.23,Solar,15.54
Shirakawa B,37.13,140.237,Solar,37.7
Shiranuka Solar Power Plant,42.9928,144.1857,Solar,45.63
Shiraoi - Softbank Solar Power Plant,42.5445,141.3398,Solar,3.35
Shiroi-Inzai,35.8102,140.0909,Solar,21.48
Shizukuishi,39.718,141.007,Solar,34.33
Shizuoka,34.855,137.925,Solar,19.54
Showa,36.641,139.115,Solar,67.09
Showa C,36.6053,139.0667,Solar,8.13
Sodegaura,35.4619,139.977,Gas,16287.5
Soma A,37.83,140.952,Solar,23.81
Spring Water,31.991,130.723,Solar,41.22
Suigo Itako Solar Power Plant,35.9472,140.586,Solar,23.43
Sukagawa Solar Power Plant,37.2982,140.4464,Solar,40.96
Sumikawa Akita,39.9813,140.7822,Geothermal,225.22
Sumitomo Metals Kashima power station,35.9475,140.69,Coal,3330.99
Sunagawa Daini power station,43.4639,141.891,Coal,1642.5
Suwa,36.017,138.053,Solar,67.8
Suwa A,36.053,138.155,Solar,7.24
Tadami,37.3354,139.3004,Hydro,181.42
Tadewara,32.741,129.921,Solar,23.78
Tagokura,37.3113,139.2837,Hydro,825.36
Tahara Daiichi Solar Power Plant,34.7253,137.2852,Solar,69.67
Tahara Daini Solar Power Plant,34.6916,137.244,Solar,71.35
Tahara Wind Solar Power Plant,34.7135,137.2684,Solar,86.3
Taiwa,38.374,140.842,Solar,39.97
Takacho,35.0632,134.9521,Solar,23.19
Takahama,35.5223,135.5036,Nuclear,27096.48
Takakuma Solar Power Plant,31.4727,130.8606,Solar,7
Takami,42.4481,142.6236,Hydro,384.33
Takasago - Softbank Solar Power Plant,34.7634,134.7657,Solar,5.5
Takasago A,34.7653,134.7655,Solar,10.82
Takasago power station,34.7535,134.7663,Coal,3285
Takatoge Solar Power Plant,31.5242,130.7666,Solar,16.4
Takayama,36.611,138.971,Solar,46.91
Takehara power station,34.3373,132.9572,Coal,8541
Taketoyo,34.8244,136.9238,Oil,1880.98
Taketoyo Solar Power Plant,34.8159,136.9237,Solar,12.1
Takidai Solar Power Plant,35.5859,140.318,Solar,7.04
Takigami,33.2115,131.2731,Geothermal,112.61
Takisato,43.4437,142.2883,Hydro,159.82
Tamahara,36.8014,139.0406,Hydro,2326.15
Tamashima,34.5144,133.6873,Oil,2006.38
Tanagawa Daini,34.3216,135.1281,Oil,2006.38
Tanba,35.105,135.008,Solar,28.73
Tedorigawa Daiichi,36.2683,136.6483,Hydro,440.81
Tenmyo Solar Power Plant,37.8016,140.8531,Solar,22.2
Tenri I,34.594,135.911,Solar,38.29
Tenri II,34.599,135.915,Solar,18.36
Tenzan,33.328,130.1066,Hydro,713.91
Tobata,33.925,130.8468,Gas,4034.55
Tojo,34.883,133.296,Solar,53.83
Tokachi,43.2407,142.9388,Hydro,75.85
Tokai Daini,36.4215,140.6028,Nuclear,8787.18
Tokushima Higashi-Okinosu Solar Power Plant,34.0598,134.6041,Solar,4.38
Tomakomai - Japan Petroleum Solar Power Plant,42.659,141.6902,Solar,3.01
Tomakomai - Marubeni Solar Power Plant,42.6584,141.7268,Solar,38.87
Tomakomai - Mitsui Fudosan Solar Power Plant,42.6552,141.6755,Solar,30.48
Tomakomai - Sumitomo Solar Power Plant,42.6283,141.8413,Solar,17.63
Tomakomai GP,42.765,141.643,Solar,54.69
Tomakomai Mill power station,42.6359,141.5886,Coal,479.61
Tomari,43.0367,140.5125,Nuclear,15976.69
Tomato-atsuma power station,42.612,141.805,Coal,10840.5
Tomatoh Abira Solar Power Plant,42.7125,141.7923,Solar,145.6
Tomatoh no Mori Solar Power Plant,42.7014,141.7696,Solar,59.39
Tomioka,37.347,140.973,Solar,42.84
Tomioka A,37.358,140.982,Solar,45.96
Tomioka B,37.367,140.985,Solar,38.22
Tomioka C,37.366,140.958,Solar,46.18
Tomura,43.4331,142.884,Hydro,86.53
Tosa power station,33.534,133.5575,Coal,197.1
Tottori Yonago Solar Power Plant,35.4716,133.2511,Solar,68
Tottori CS,35.4422,133.2948,Solar,44.53
Toyama - Softbank Solar Power Plant,36.6341,137.1612,Solar,4.36
Toyama Shinko power station,36.7654,137.1286,Coal,9855
Toyokawa Mitocho Solar Power Plant,34.7928,137.3094,Solar,3.06
Toyokoro Solar Power Plant,42.7962,143.4918,Solar,39.97
Tsuchiura,36.15,140.145,Solar,37.23
Tsumagoi Solar Power Plant,36.4954,138.5006,Solar,3.13
Tsunahigashi Solar Power Plant,34.4741,134.9238,Solar,68.22
Tsunaikuho,34.451,134.926,Solar,8.65
Tsunawaki A,33.6201,130.7218,Solar,29.35
Tsunawaki B,33.625,130.72,Solar,29.26
Tsunemi 1,33.8659,130.989,Solar,10.6
Tsunemi 2,33.8623,130.9944,Solar,14.88
Tsuruga,35.7519,136.0189,Nuclear,9266.48
Tsuruga power station,35.6724,136.0815,Coal,7884
Tsutsuno A,33.6081,130.7397,Solar,27.56
Ube - Softbank Solar Power Plant,33.9894,131.2638,Solar,4.01
Ube - US Solar Power Plant,33.9528,131.2212,Solar,37.64
Uchida,32.634,130.719,Solar,19.23
Uenotai,39.0012,140.6039,Geothermal,123.87
Ukishima Solar Power Plant,35.5174,139.7869,Solar,11.43
Urakawachi A,32.6381,130.7241,Solar,7.22
Ureshino Solar Power Plant,33.0907,130.0171,Solar,2.82
Uruma,26.346,127.967,Solar,22.17
Urushio A,33.5915,130.7255,Solar,10.78
Uryu,35.3478,140.3739,Hydro,117.65
Usa SGET,33.511,131.369,Solar,68.89
Ushikuma A,33.5753,130.727,Solar,10.79
Ushikuma B,33.5736,130.7393,Solar,9.02
Ushiroda Solar Power Plant,31.3237,130.9254,Solar,1.65
Wakamatsu,33.934,130.754,Solar,12.58
Wakayama,34.281,135.099,Solar,40.88
Wakayama,34.2397,135.128,Gas,665.07
Wakkanai Solar Power Plant,45.3967,141.75,Solar,6.48
Yabasekihanto Solar Power Plant,35.0059,135.9107,Solar,12.86
Yabukinakajima Solar Power Plant,37.1596,140.3583,Solar,12.54
Yachimata,35.6294,140.3034,Solar,7.01
Yagisawa,36.9114,139.0564,Hydro,447.32
Yahagi No.1,35.2404,137.3913,Hydro,140.72
Yaita,36.78,139.975,Solar,61.5
Yaita - Softbank Solar Power Plant,36.762,139.9298,Solar,7.35
Yamada-Cho,39.45,141.96,Solar,50.07
Yamagawa,31.1908,130.6142,Geothermal,135.13
Yamaguchi A,34.0108,131.4558,Solar,9.85
Yamaguchi CS,34.016,131.411,Solar,41.3
Yamakura,35.494,140.131,Solar,23.11
Yamamuro,34.536,136.517,Solar,26.88
Yanai,33.953,132.1248,Gas,6334.03
Yanaizu-Nishiyama,37.44,139.694,Geothermal,292.79
Yawata Works power station,33.8982,130.8891,Coal,978.93
Yokkaichi,34.9734,136.6462,Gas,5632.76
Yokohama,35.4768,139.679,Oil,5559.34
Yokosuka,35.2148,139.7173,Oil,3802.09
Yokoyama,35.5954,136.4563,Hydro,201.59
Yonago TCL,35.428,133.445,Solar,46.76
Yoshino,34.375,135.843,Solar,48.8
Yotsugoya,37.842,138.893,Solar,92
Yufutsu A,42.635,141.698,Solar,18.73
Yusui,31.924,130.763,Solar,51.94
Yūsui B,31.9555,130.7485,Solar,7.08
Ōkuma,37.392,140.971,Solar,18.97
Al Ambaratouria,32.344,36.291,Solar,132.77
Al Badiya,32.183,36.693,Solar,18.76
Al Badiya 2,32.184,36.687,Solar,25.24
Al Qatrana CCGT Power Plant Jordan,31.2226,36.0197,Gas,2165.63
Al Safawi,32.089,37.032,Solar,125.3
Amman East (AES Jordan) CCGT Power Plant Jordan,31.8997,36.0801,Gas,3599.71
Aqaba Thermal Power Plant Jordan,29.378,34.977,Gas,3773.89
Azraq,32.343,36.255,Solar,10.8
Hussein Thermal Power Plant Jordan,32.119,36.125,Oil,967.31
IPP3 ICE Power Plant Jordan,31.9101,36.0939,Gas,3326.83
JUST,32.4825,35.9864,Solar,11.28
Jordan Solar One,32.439,36.1,Solar,53.21
Jordanian Royal Court,31.967,35.935,Solar,11.38
Kempinski,31.2646,35.8048,Solar,10.22
MaSP} Al Zanbaq,30.153,35.81,Solar,18.64
MaSP} EJRE,30.147,35.817,Solar,46.76
MaSP} Ennera,30.142,35.813,Solar,18.79
MaSP} Falcon,30.155,35.817,Solar,46.76
MaSP} GLAE,30.141,35.815,Solar,18.83
MaSP} Shams,30.145,35.825,Solar,122.76
MaSP} SunE,30.159,35.813,Solar,46.73
MaSP} Ward Al Joury,30.144,35.81,Solar,18.64
MaSP} Zahrat Al Salam,30.149,35.809,Solar,18.64
Mafraq I,32.354,36.292,Solar,132.1
Oryx Ma'an,30.216,35.613,Solar,22.18
Quweira,29.73,35.35,Solar,252.79
Rehab CCGT Power Plant Jordan,32.3311,36.0506,Gas,2072.74
Risha OCGT Power Plant Jordan,32.5724,39.0111,Gas,870.89
Samra CCGT Power Plant Jordan,32.1433,36.1418,Gas,5985.98
Shamsuna,29.394,35.027,Solar,20.94
Sul,31.05,35.746,Solar,9.93
Sunrise,32.363,36.296,Solar,133.15
Zaatari,32.282,36.326,Solar,31.78
Aksu power station,52.12,76.875,Coal,14397.78
Almaty CHP-1,43.2809,76.931,Coal,852.11
Almaty TPP-2,43.2935,76.7992,Coal,2997.09
Almaty-3 power station,43.421,77.0073,Coal,1704.22
Astana-2 power station,51.1892,71.5099,Coal,2115.59
Atyrau,47.0818,51.9422,Gas,1310.67
Burnoy Solar,42.7112,70.8203,Solar,84.75
Ekibastuz-1 power station,51.888,75.377,Coal,23506.59
Ekibastuz-2 power station,52.023,75.475,Coal,5876.64
Gulshat,46.67,74.335,Solar,65.26
JSC Bukhtarminskaya,49.6588,83.347,Hydro,2390.02
Kapchagan,43.9226,77.0978,Hydro,1278.5
Karaganda GRES-2,52.023,75.475,Coal,3573
Karaganda TETS 1,49.9161,73.2365,Coal,2791.4
Karaganda TPS-2 power station,50.0467,73.0532,Coal,2350.65
Karaganda TPS-3 power station,49.9167,73.2372,Coal,3467.22
Kazakhmys Balkhash power station,46.829,74.9493,Coal,528.89
Kumkol,46.4259,68.7007,Gas,436.89
MAEK-Kazatoprom TPP-2,52.367,76.9338,Coal,7375.19
OJSC Zhambyl GRES,42.9,71.3667,Coal,7228.27
Pavlodar TPP-1,52.367,76.9338,Coal,5024.53
Pavlodar-2 power station,52.3221,76.9664,Coal,587.66
Pavlodar-3 power station,52.3666,76.9345,Coal,2585.72
Petropavlovsk-2 power station,54.8979,69.1874,Coal,2356.53
Ridder,50.3547,83.4884,Coal,346.72
Saran,49.81,72.872,Solar,168.02
Shulbinskaya HPP,50.399,81.069,Hydro,2549.36
Sogrinsk,50.0292,82.7699,Coal,440.74
Ust-Kamenogorsk HPP,49.9012,82.7183,Hydro,1174.27
Ust-Kamenogorsk TETS power station,49.9823,82.6142,Coal,1810
Zhambyl II,42.714,70.823,Solar,81.8
Zhangiztobe,49.225,81.187,Solar,49.85
Zhezkazgan power station,47.7853,67.7444,Coal,1333.99
Garissa,-0.35,39.605,Solar,142.59
Gitaru,-0.7967,37.7497,Hydro,894.27
Iberafrica I & II (Nairobi south diesel PP),-1.2431,36.8905,Oil,216.47
Kamburu,-0.8093,37.6867,Hydro,346.05
Kiambere,-0.64,37.91,Hydro,591.21
Kindaruma,-0.806,37.811,Hydro,264.49
Kipevu I,-4.04,39.638,Oil,146.96
Kipevu II (Tsavo),-4.0379,39.6333,Oil,147.95
Kipevu III,-4.0379,39.6333,Oil,238.31
Lake Turkana,2.6447,36.7378,Wind,662.59
Masinga,-0.879,37.588,Hydro,152.32
Ngong,-1.3811,36.6356,Wind,48.54
Olkaria I,-0.8893,36.2557,Geothermal,350.71
Olkaria I,-0.8933,36.3086,Geothermal,1441.84
Olkaria I units 4 & 5,-0.891,36.2961,Geothermal,1091.12
Olkaria II,-0.8644,36.2985,Geothermal,818.34
Olkaria III (Orpower 4),-0.8905,36.2892,Geothermal,1083.33
Olkaria IV,-0.9186,36.3338,Geothermal,1091.12
Rabai,-3.9334,39.5626,Oil,178.73
Sondu Miru,-0.3426,34.8521,Hydro,247.35
Tana,-0.7854,37.2654,Hydro,80.98
Thika,1.0605,37.0508,Oil,174.76
Turkwel,1.9138,35.3443,Hydro,457.92
Kosovo A Coal Power Plant Kosovo,42.6767,21.0867,Coal,
Kosovo B Coal Power Plant Kosovo,42.6937,21.057,Coal,
Az Zour North,28.7135,48.3806,Gas,3609.81
Az Zour South CCGT,28.7072,48.3742,Gas,19049.96
Doha East,29.3682,47.7963,Gas,3800.14
Doha West,29.3678,47.7865,Gas,8345.22
Sabiya,29.567,48.171,Gas,17610.96
Shuiba North,29.0359,48.1536,Gas,2871.44
Shuiba SPSS,29.0359,48.1536,Gas,2362.78
Shuwaikh,29.0769,48.0839,Gas,826.97
Umm Gudair,28.89,47.71,Solar,16.49
Al-Bashy Hydroelectric Power Plant Kyrgyzstan,41.163,75.803,Hydro,146.92
Bishkek CHP Power Plant Kyrgyzstan,42.873,74.6541,Coal,1259.94
Kurpsay Hydroelectric Power Plant Kyrgyzstan,41.4986,72.3641,Hydro,2771.71
Osh CHP Power Plant Kyrgyzstan,40.5718,72.804,Oil,
Shamaldy-Say Hydroelectric Power Plant Kyrgyzstan,41.3121,72.1917,Hydro,843.32
Tash-Kumyr Hydroelectric Power Project Kyrgyzstan,41.4033,72.2322,Hydro,1562.18
Toktogul Hydroelectric Power Plant Kyrgyzstan,41.6568,72.6359,Hydro,4323.11
Uch-Kurgan Hydroelectric Power Plant Kyrgyzstan,41.1877,72.1604,Hydro,688.22
Hongsa,19.691,101.28,Coal,
Houay Ho,18.2606,104.5625,Hydro,750.34
Nam Leuk,18.3149,102.3251,Hydro,228.66
Nam Lik 1-2,18.7942,102.1162,Hydro,406.14
Nam Long,20.9239,100.8979,Hydro,15.13
Nam Nga,20.1828,101.9338,Hydro,60.89
Nam Ngiep 3A,19.2885,103.3417,Hydro,183.04
Nam Ngum 1,15.4919,106.2788,Hydro,570.01
Nam Ngum 2,19.3394,102.6107,Hydro,2842.33
Nam Pha Gnai,19.0133,102.8733,Hydro,85.84
Nam Samoy,19.2954,102.3441,Hydro,18.25
Nam Sana,19.2047,102.3109,Hydro,49.42
Nam Sim,20.3457,104.3813,Hydro,37.38
Nam Theun 2,18.4375,102.947,Hydro,4014.03
Nan Mang 3,18.2997,102.4033,Hydro,152.44
Theun Hinboun,18.2098,104.5389,Hydro,980.63
Xe Namnoy 2 - Xe Katam !,15.1217,106.6067,Hydro,59.01
Xekaman 3,15.3755,107.4064,Hydro,811.14
Xenamnoy 1,15.15,106.7103,Hydro,59.15
Xeset 1,15.5034,106.2764,Hydro,441.58
Kegums HPP,56.7405,24.7113,Hydro,638.38
Plavinas HPP,56.583,25.2394,Hydro,2721.44
RTEC1,56.9904,24.1788,Gas,391.7
Riga HPP,56.852,24.2724,Hydro,1029.18
Riga Tec 2,56.918,24.2766,Gas,2449.57
Baalback,34.0209,36.1919,Oil,
Deir Ammar,34.465,35.8942,Gas,0
Hreishi,34.3795,35.7584,Oil,
Jieh 1,33.6475,35.3996,Oil,
Sour,33.2761,35.2289,Oil,
Zahrani,33.4961,35.338,Gas,0
Zouk 1,33.969,35.604,Oil,
'Muela,-28.7804,28.4535,Hydro,184.77
Luke Lec,6.35,-10.7833,Oil,
Mount Coffee,6.5119,-10.6767,Hydro,218.71
Al Khums,32.6204,14.3312,Gas,3989.57
Az Zawiyah,32.7882,12.674,Gas,5744.99
Derna Steam Station,32.781,22.5874,Oil,174.44
Double Corner Power Station 1,32.7899,12.6703,Gas,1914.99
Gulf of Sirte,31.2174,16.347,Gas,1396.35
Misrata,32.3326,15.2319,Gas,1994.78
North Benghazi Station 1,32.2027,20.133,Gas,4149.16
South Tripoli,32.776,13.0983,Gas,586.46
Tobruk Steam Station,32.0582,23.9814,Oil,174.44
West Tripoli,32.8251,12.9739,Oil,496.5
Western Mountain Station- Ruwais,31.9559,11.1447,Gas,2489.49
Zuenita,30.9564,20.1164,Gas,1336.5
Elektrenai (Lithuania) Thermal Power Plant Lithuania,54.7701,24.6474,Gas,520.37
Kaunas CHP Power Plant Lithuania,54.9212,24.018,Gas,49.14
Kaunas Hydroelectric Power Plant Lithuania,54.8741,24,Hydro,451.97
Kruonis Pumped Storage Hydroelectric Power Plant Lithuania,54.799,24.2475,Hydro,2047.13
Mazheikiai CHP Power Plant Lithuania,56.3843,22.1841,Gas,46.25
Vilnius TE-3 CHP Power Plant Lithuania,54.6676,25.156,Gas,104.07
Esch-sur-Alzette CCGT Power Plant Luxembourg,49.5119,5.9646,Gas,908.11
Vianden Pumped Storage Power Plant Luxembourg,49.9518,6.1784,Hydro,4056.41
Bitola Coal Power Plant Macedonia,41.058,21.4832,Coal,2773.72
Globocica (Crn Drim) Hydroelectric Power Plant Macedonia,41.3371,20.6347,Hydro,80.64
Kalimantsi Hydroelectric Power Plant Macedonia,41.9712,22.5781,Hydro,25.5
Kozjak Hydroelectric Power Plant Macedonia,41.8792,21.1921,Hydro,131.89
Matka Hydroelectric Power Plant Macedonia,41.9528,21.2982,Hydro,21.28
Oslomej Coal Power Plant Macedonia,41.5824,21.0006,Coal,513.65
Raven Hydroelectric Power Plant Macedonia,41.7791,20.8563,Hydro,37.65
Spilje Hydroelectric Power Plant Macedonia,41.4936,20.5054,Hydro,138.44
Sveta Peka Hydroelectric Power Plant Macedonia,41.9249,21.2647,Hydro,69.92
Tikves Hydroelectric Power Plant Macedonia,41.4035,21.9373,Hydro,227.24
Vrben Hydroelectric Power Plant Macedonia,41.7166,20.7219,Hydro,25.07
Vrutok Hydroelectric Power Plant Macedonia,41.7707,20.8377,Hydro,276.84
Ambatolampy,-19.489,47.445,Solar,57.96
Ambatovy,-18.8356,48.3125,Coal,
Ambohimanambola,-19.8,46.6167,Oil,
Andekaleka,-18.7942,48.6193,Hydro,176.43
Antelomita,-19.0119,47.7033,Hydro,23.74
La Mandraka,-18.9213,47.9295,Hydro,60.01
Majunga,-15.702,46.4027,Oil,
Mandroseza,-18.8491,47.4807,Oil,
Sahanivotry,-20.2003,47.1328,Hydro,36.09
Tamatave,-18.1667,49.3833,Gas,
Toliary (Tulear),-23.35,43.6667,Gas,
Tsiazompaniry,-19.2478,47.8339,Hydro,13.94
Chichiri (Blantyre),-15.7833,35,Gas,
Kapichira,-15.8957,34.7538,Hydro,574.24
Nchalo Mill,-15.7833,35,Biomass,
Nkula,-15.558,34.787,Hydro,556.3
Tedzani Falls,-15.55,34.7833,Hydro,421.04
Batang Al,1.1472,111.8743,Hydro,314.31
Bersia,5.4297,101.2092,Hydro,149.92
Bukit Palong Solar Power Plant,2.5823,101.8313,Solar,5.47
Connought Bridge,3.0433,101.4696,Gas,4137.52
GB3,4.3923,100.5897,Gas,3198.08
Gebeng Solar Power Plant,3.9924,103.3682,Solar,18.06
Gelugor,5.3803,100.3147,Gas,1649.01
Gemas Solar Power Plant,2.5956,102.6216,Solar,18.39
Genting Sanyen,2.7977,101.6493,Gas,3807.72
Hijau Solar Power Plant,2.3409,102.2168,Solar,14.7
Hulu Terengganu,5.1545,102.6054,Hydro,508.21
Jasin,2.34,102.35,Solar,86.41
Jimah power station,2.5903,101.7246,Coal,9985.39
Kapar Energy Ventures (KEV),3.1167,101.3217,Gas,12092.77
Kenering,5.2153,101.098,Hydro,417.72
Kenyir,5.0229,102.9109,Hydro,919.77
Kuala Langat,2.745,101.56,Solar,86.75
Kuala Lumpur Airport Solar Power Plant,2.7791,101.7144,Solar,34.1
Kuala Perlis Solar Power Plant,6.4105,100.1378,Solar,10.42
Kuala Sawah Solar Power Plant,2.6355,101.9404,Solar,9.74
Kudat,6.915,116.789,Solar,82.44
MIRI,4.4148,114.0089,Gas,394.76
Manjung power station,4.1586,100.6423,Coal,29813.52
Melawa (SESB),6.0887,116.1574,Oil,20.83
Merchang,4.934,103.336,Solar,85.48
Mukah Coal power station,2.9685,112.3239,Coal,1925.75
Pahlawan Power,2.2238,102.1519,Gas,1609.03
Pajam Solar Power Plant,2.8357,101.8488,Solar,23.75
Paka,4.6017,103.4495,Gas,5676.6
Pergau,5.625,101.7031,Hydro,1206.72
Prai Power,5.3752,100.374,Gas,1748.95
Putrajaya,2.9659,101.6847,Gas,3123.13
Ranhill Powertron (IPP),6.0918,116.163,Gas,949.43
Ranhill Powertron II (IPP),6.0918,116.163,Gas,649.61
Rimba Terjun Solar Power Plant,1.4721,103.3925,Solar,3.59
SG. Piah Lower,4.3945,101.1947,Hydro,135.92
Sandakan Power Corporation(IPP),5.8124,118.0642,Oil,16.09
Segari,4.3908,100.5894,Gas,6511.11
Seguntor Bio Energy (IPP),5.8402,118.1179,Biomass,
Sejingkat power station,1.6377,110.4654,Coal,1497.8
Sepang 5,2.715,101.75,Solar,9.28
Sepangar Bay Power Corporation (IPP),6.0909,116.1667,Gas,499.7
Serudong Power,4.2826,117.889,Oil,17.04
Sultan Aziz power station,3.1172,101.3204,Coal,11411.87
TG. Kidurong,3.288,113.0926,Gas,959.42
TNB Prai,5.3744,100.3746,Gas,5351.8
Tanjung Bin power station,1.334,103.5422,Coal,23137.57
Tawau Power Station (SESB),4.2826,117.888,Oil,30.29
Teknologi Tenaga Perlis Consortium,6.3404,100.1568,Gas,3248.05
Temenggor,5.407,101.301,Hydro,862.07
Tenom Pangi,5.1333,115.95,Hydro,209.08
Tg. Bin Energy,1.3348,103.5422,Coal,14978.08
Tuanku Jaafar (PDI),2.533,101.7912,Gas,3567.86
Tyanku Jaafar (PDII),2.5327,101.791,Gas,3537.88
YTL Paka,4.6017,103.4495,Gas,3897.67
Felou Hydroelectric Power Plant Mali,14.3582,-11.3492,Hydro,285.23
Manantali Hydroelectric Power Plant Mali,13.1956,-10.4289,Hydro,1007.42
