name,latitude,longitude,primary_fuel,estimated_generation_gwh_2017
Kajaki Hydroelectric Power Plant Afghanistan,32.322,65.119,Hydro,119.5
Kandahar DOG,31.67,65.795,Solar,18.29
Kandahar JOL,31.623,65.792,Solar,18.72
Mahipar Hydroelectric Power Plant Afghanistan,34.556,69.4787,Hydro,174.91
Naghlu Dam Hydroelectric Power Plant Afghanistan,34.641,69.717,Hydro,350.8
Nangarhar (Darunta) Hydroelectric Power Plant Afghanistan,34.4847,70.3633,Hydro,46.12
Northwest Kabul Power Plant Afghanistan,34.5638,69.1134,Gas,
Pul-e-Khumri Hydroelectric Power Plant Afghanistan,35.9416,68.71,Hydro,19.74
Sarobi Dam Hydroelectric Power Plant Afghanistan,34.5865,69.7757,Hydro,80
Bistrica 1,39.9116,20.1047,Hydro,88.45
Fierza,42.2514,20.0431,Hydro,1648.24
Koman,42.1033,19.8224,Hydro,1982.72
Lanabregas,41.3428,19.8964,Hydro,15.23
Shkopet,41.6796,19.8305,Hydro,83.57
Ulez,41.6796,19.8936,Hydro,87.06
Vau i Dijes,42.0137,19.6359,Hydro,703.64
Vlora,40.4874,19.434,Other,
Adrar,27.908,-0.317,Solar,35.17
Ain Azel,35.88,5.475,Solar,38.75
Ain Djasser,35.8665,6.0262,Gas,2171.28
Ain Sekhouna,34.532,0.804,Solar,35.46
Ain el Ibel I,34.346,3.164,Solar,34.81
Ain el Ibel II,34.342,3.169,Solar,85.55
Ain el Melh,34.861,4.204,Solar,33.75
Algerie Sud-Ouest,27.908,-0.317,Solar,74.02
Annaba,36.8924,7.7634,Gas,296.46
Aoulef,26.9989,1.3351,Solar,8.64
Arbaa,36.5988,3.1375,Gas,2338.3
Bir Rebaa,31.285,8.565,Solar,16.67
Boufarik 1,36.5914,2.9223,Gas,417.55
Boufarik 2,36.596,2.878,Gas,1878.99
Boutelilis,35.5658,-0.9386,Gas,1878.99
Chelghoum El Aïd,36.225,6.11,Solar,28.34
El Kheneg,33.727,2.811,Solar,95.16
F'Krina,35.7666,7.3619,Gas,1219.25
HPC Ouargla,32.602,5.834,Solar,48.72
Hadjret Ennous,36.5767,2.0797,Gas,5010.64
Hamma 2,36.7489,3.0823,Gas,1745.37
Hassi Messaoud Mobile,31.6703,6.0531,Gas,300.63
Hassi Messoud,31.6703,6.0531,Gas,2505.32
Hassi Messoud Nord 2,31.7877,6.0517,Gas,835.1
Hassi Messoud Ouest,31.8065,5.9924,Gas,2054.36
Hassi R'mel ISCC,33.123,3.356,Solar,34.69
Hauts Plateaux Centre,34.342,3.169,Solar,173.33
Hauts Plateaux Est,35.68,5.9861,Solar,130.11
Ighil Emda,36.4739,5.2719,Hydro,30.82
In Salah,27.183,2.504,Solar,8.75
Jijel,36.8139,5.876,Gas,2455.21
Kahrama IPP,35.8064,-0.2476,Gas,1440.56
Koudiet Eddraouch,36.885,8.0778,Gas,5010.64
Labiodh Sidi Cheikh,32.945,0.555,Solar,33.84
Labreg,34.5056,6.9848,Gas,1653.51
Marsat,35.8,-0.1924,Gas,3507.45
Marsat TG,35.8,-0.1924,Gas,768.29
Msila 1,35.7071,4.4804,Gas,4092.02
Naâma,33.274,-0.372,Solar,33.31
Oued El Kebrit,35.919,7.87,Solar,28.38
Oued el Ma,35.68,5.9861,Solar,37.38
Ras Djinet,36.8509,3.6983,Gas,2805.96
Ras el Oued,36.01,5.035,Solar,38.71
Ravin Blanc,35.7095,-0.6319,Gas,304.81
Reggane,26.768,0.137,Solar,8.92
Relizane,35.7835,0.5407,Gas,1941.62
SKB IPP,36.1399,2.9296,Gas,2020.96
SKS IPP SNC Lavalin,36.8789,6.9366,Gas,3403.06
SPP1 Thermal,32.9475,3.238,Gas,626.33
Skikda,36.88,6.935,Gas,1093.99
Tamanrasset,22.849,5.45,Solar,30.32
Terga,35.4608,-1.2295,Gas,5010.64
Tiaret,35.3396,1.3562,Gas,1252.66
Tilghemt 1,33.1319,3.348,Gas,835.1
Tilghemt 2,33.1377,3.3678,Gas,2505.32
Timimoun,29.22,0.223,Solar,15.97
Tindouf,27.752,-8.154,Solar,15.47
Télagh,34.692,-0.601,Solar,22.83
Zaouiet Kounta,27.241,-0.174,Solar,10.57
Biopio,-12.4706,13.7319,Oil,64.92
Biopio (hydro),-12.4706,13.7319,Hydro,48.53
Cambambe,-9.7523,14.4809,Hydro,678.19
Capanda,-9.7955,15.4672,Hydro,1746.62
Cazenga,-8.8383,13.2344,Gas,0
Huambo,-12.76,15.75,Oil,46.3
Lobito,-12.37,13.57,Gas,0
Luanda Diesel,-8.8383,13.2344,Oil,165.16
Luanda Refinery,-8.8383,13.2344,Oil,52.68
Malongo,-5.55,12.2,Oil,28.47
Matala,-14.7333,15.0333,Hydro,125.42
Namibe,-15.1961,12.1522,Gas,0
Rio Luachimo,-7.3,20.85,Hydro,66.01
Xitoto,-15.3333,15,Oil,32.29
McMurdo Station Generator,-77.847,166.6605,Oil,
Ross Island,-77.8428,166.7271,Wind,
AGUA DEL CAJON (AUTOGENERADOR DEL MEM),-38.9368,-68.3556,Other,0
AGUA DEL CAJON (GENERADOR DEL MEM),-38.9368,-68.3556,Gas,1075.39
AGUA DEL TORO,-34.5792,-68.9892,Hydro,289.92
ALICURA,-40.58,-70.7489,Hydro,2896.84
ALMIRANTE BROWN,-34.8386,-58.4033,Oil,113.26
ALTO VALLE,-38.9524,-68.0218,Gas,546.09
ALUMINE,-39.2145,-70.9157,Oil,8.62
ALVAREZ CONDARCO,-33.0452,-69.0516,Hydro,163.07
ARROYITO,-39.1009,-68.5982,Hydro,413.34
ATUCHA I,-33.967,-59.2059,Nuclear,1303.91
ATUCHA II,-33.9674,-59.2045,Nuclear,2625.45
BANDERA,-23.8219,-64.7847,Oil,140.45
BARILOCHE (PUERTO  MORENO),-41.1167,-71.4167,Oil,25.98
BENJAMIN REOLIN,-32.1883,-64.3233,Hydro,104.67
BERNARDO  DE IRIGOYEN,-26.2545,-53.6469,Oil,9.49
C.T. RUFINO,-34.2605,-62.7107,Oil,144.52
C.T. SAN VICENTE,-35.0241,-58.4237,Oil,125.04
CAA CATI,-27.7534,-57.6205,Oil,6.41
CABRA CORRAL,-25.2712,-65.3298,Hydro,409.06
CACHEUTA (NUEVA),-33.0291,-69.1109,Hydro,341.24
CACHI,-25.1089,-66.2106,Oil,4.84
CAFAYATE,-26.0715,-65.9876,Oil,18.94
CAPITAL CATAMARCA - PREDIO CHOYA,-28.4537,-65.7841,Oil,25.95
CAPITAL CATAMARCA - PREDIO EX CARCEL,-28.4773,-65.7872,Oil,32.05
CAPITAL CATAMARCA - PREDIO RIPIERA,-28.4684,-65.7797,Oil,21.18
CASA DE PIEDRA,-38.2143,-67.1908,Hydro,206.48
CASSAFFOUSTH,-31.3992,-64.2006,Hydro,43.63
CENTRAL BAHIA BLANCA (PIEDRA BUENA) SA,-38.7872,-62.2536,Coal,3213.44
CENTRAL LOMA DE LA LATA SA,-38.5127,-68.6048,Gas,3024.54
CENTRAL PARQUE INDUSTRIAL LA BANDA,-38.062,-67.9463,Oil,50.87
CENTRAL T.GENELBA,-34.9027,-58.7334,Gas,3772.84
CENTRAL T.GENELBA PLUS,-34.9027,-58.7334,Gas,921.64
CENTRAL TERMICA BRIGADIER LOPEZ (ENARSA),-31.7112,-60.7811,Gas,1568.28
CENTRAL TERMICA DE CICLO COMBINADO SALTA,-24.7456,-65.0513,Gas,3601.45
CENTRAL TERMICA GÜEMES SA,-24.6894,-65.0425,Coal,1871.05
CENTRAL TERMICA LA BANDA,-27.7528,-64.2655,Gas,179.23
CENTRAL TERMICA PIQUIRENDA SA,-22.3497,-63.7664,Oil,137.91
CENTRAL TERMICA REMEDIOS DE ESCALADA,-34.7208,-58.3881,Oil,113.26
CENTRAL TERMOELECTRICA GUILLERMO BROWN,-34.6268,-58.5438,Gas,2934.93
CENTRAL TERMOELECTRICA MANUEL BELGRANO,-24.6894,-65.0425,Gas,4862.8
CENTRAL TERMOELECTRICA TIMBUES,-32.5778,-60.791,Gas,4845.66
CH LOS CARACOLES,-31.5192,-68.9814,Hydro,339.93
CHILECITO,-29.1578,-67.5069,Oil,22.65
CHIMBERA 1,-31.9881,-68.5402,Solar,4.26
CIPOLLETTI,-38.9121,-67.9427,Hydro,11.1
COMANDANTE ANDRESITO,-25.6669,-54.0419,Oil,10.74
COMODORO RIVADAVIA,-25.9913,-54.6278,Gas,789.85
COMODORO RIVADAVIA - ANTONIO MORAN,-45.8467,-67.4964,Wind,104.06
CORRIENTES,-27.4708,-58.8042,Oil,6.34
COSTANERA,-34.626,-58.3393,Coal,10273.7
CRUZ DE PIEDRA,-33.0349,-68.7971,Gas,100.48
CRUZ DEL EJE,-30.7636,-64.7538,Oil,22.88
CT 13 DE JULIO,-32.1613,-64.1537,Gas,145.62
CT ALEM,-43.0907,-65.2298,Oil,67.95
CT ALUMINE,-38.8706,-70.5753,Oil,28.54
CT ARISTOBULO DEL VALLE,-27.0922,-54.8625,Oil,67.95
CT ARRECIFES,-34.0414,-60.1297,Oil,90.61
CT AÑATUYA,-28.4431,-62.8569,Oil,86.98
CT AÑATUYA II,-28.4431,-62.8569,Oil,52.1
CT BARILOCHE,-41.1497,-71.2633,Oil,90.61
CT BELL VILLE,-32.6103,-62.6864,Oil,70.76
CT BRAGADO,-35.1364,-60.4311,Gas,278.93
CT CAPITAN SARMIENTO,-34.1636,-59.7683,Oil,22.65
CT CATAMARCA,-28.4706,-65.7647,Oil,86.98
CT CAVIAHUE,-38.0528,-70.6136,Oil,22.65
CT CERES,-29.8883,-61.9297,Oil,81.55
CT CHARATA,-27.2369,-61.1939,Oil,87.89
CT CHILECITO,-29.1581,-67.5072,Oil,45.3
CT CIPOLLETTI,-38.9133,-67.9414,Oil,22.65
CT COLON BUENOS AIRES,-33.9222,-61.0769,Oil,69.31
CT CONCEPCION DEL URUGUAY,-32.4767,-58.2672,Gas,234.01
CT CORRIENTES,-27.4708,-58.8042,Oil,90.61
CT ECOENERGIA (PETROBRAS),-38.6871,-62.3961,Coal,68.41
CT ENSENADA DE BARRAGAN,-34.8597,-57.9557,Gas,3175.77
CT ESQUINA,-30.055,-59.5294,Oil,74.75
CT FORMOSA II,-26.1764,-58.2094,Oil,135.91
CT GENERAL VILLEGAS,-35.0347,-62.9981,Oil,106.42
CT GOYA,-29.1583,-59.2728,Oil,58.89
CT INDEPENDENCIA,-26.8666,-65.2247,Gas,672.12
CT INGENIERO JUAREZ,-23.9078,-61.8342,Oil,18.12
CT INTA CATAMARCA,-28.4733,-65.7275,Oil,31.89
CT ISLA VERDE,-33.2425,-62.395,Oil,111
CT JUAN JOSE CASTELLI,-25.9564,-60.6204,Oil,67.95
CT JUNIN,-34.5708,-60.9161,Oil,99.67
CT LA PLATA,-34.9344,-58.016,Oil,183.03
CT LA RIOJA DELIVERY,-29.3811,-66.8325,Oil,86.98
CT LA RIOJA SUR,-29.3808,-66.8319,Oil,45.3
CT LAGUNA BLANCA,-25.1286,-58.2597,Oil,31.71
CT LAS ARMAS,-37.0781,-57.8181,Gas,58.25
CT LAS ARMAS II,-37.0781,-57.8181,Gas,130.89
CT LAS PALMAS,-27.0289,-58.6997,Oil,27.18
CT LIBERTADOR GENERAL SAN MARTIN,-40.8421,-68.0869,Oil,67.95
CT LINCOLN,-34.8578,-61.5206,Oil,67.96
CT LOBOS,-35.1917,-59.0808,Oil,71.06
CT MAGDALENA,-35.1001,-57.4839,Oil,113.26
CT MATHEU,-34.3931,-58.8372,Gas,229.64
CT MEDANITOS (RINCON DE LOS SAUCES),-37.4102,-68.9,Oil,144.98
CT MIRAMAR I,-38.2472,-57.8242,Oil,90.61
CT OLAVARRIA,-36.9439,-60.2361,Gas,217.31
CT ORAN,-23.1258,-64.3069,Oil,67.95
CT PARANA,-31.7764,-60.4553,Gas,224.04
CT PARQUE INDUSTRIAL CATAMARCA,-28.5339,-65.7997,Oil,67.95
CT PASO DE LA PATRIA,-27.3236,-58.5667,Oil,32.62
CT PEHUAJO,-35.8336,-61.8758,Oil,101.48
CT PINAMAR,-37.0953,-56.8789,Gas,117.62
CT PIRANE,-25.6786,-59.0756,Oil,73.62
CT PLUSPETROL NORTE,-26.9955,-65.166,Gas,1377.84
CT RAFAELA,-31.2567,-61.5203,Oil,86.98
CT REALICO,-35.055,-64.2406,Oil,108.73
CT ROCA,-31.8919,-60.0106,Gas,728.13
CT SAENZ PEÑA  I,-26.8156,-60.4114,Oil,90.61
CT SAENZ PEÑA  II,-26.8153,-60.4125,Oil,67.95
CT SALTO,-27.4597,-65.6055,Oil,101.93
CT SAN MARTIN NORTE III,-34.5252,-58.6206,Oil,23.1
CT SAN MIGUEL DE TUCUMAN,-26.9955,-65.166,Gas,2221.47
CT SAN MIGUEL NORTE III,-34.5252,-58.6206,Oil,52.1
CT SANTA ROSA,-28.2628,-58.0006,Oil,27.18
CT TARTAGAL,-22.5406,-63.8056,Oil,45.3
CT TEREVINTOS,-28.4289,-65.7878,Oil,36.24
CT TINOGASTA,-28.0486,-67.5667,Oil,67.95
CT TUCUMAN,-26.9955,-65.166,Gas,2453.24
CT VENADO TUERTO,-33.7736,-61.9564,Oil,86.98
CT VIALE,-31.8919,-60.0106,Oil,45.3
CT VILLA ANGELA,-27.5808,-60.7094,Oil,67.95
CT VILLA REGINA,-39.0872,-67.0881,Oil,22.65
CUESTA DEL VIENTO,-30.1833,-69.0667,Hydro,39.33
Cafayate,-26.04,-65.93,Solar,192.96
Caldenes del Oeste,-33.61,-65.445,Solar,75.31
Cauchari,-23.8,-66.8,Solar,643.87
DEAN FUNES,-31.3934,-64.2059,Gas,392.74
DIQUE,-34.8902,-57.933,Gas,383.33
DOCK SUD,-34.6533,-58.342,Gas,4885.76
EL CADILLAL,-26.6156,-65.1929,Hydro,45.64
EL CARRIZAL,-33.2993,-68.7199,Hydro,66.05
EL CHOCON,-39.2577,-68.7483,Hydro,3517.36
EL TIGRE,-34.61,-68.6136,Hydro,41.96
EL TUNAL,-25.2323,-64.4762,Hydro,45.91
EMBALSE,-32.2316,-64.4422,Nuclear,2283.62
ESCABA,-27.6589,-65.7633,Hydro,55.01
ESQUINA,-30.0102,-59.5321,Oil,10.03
EX CENTRAL BUENOS AIRES,-34.627,-58.3382,Gas,1797.92
FILO MORADO,-37.2742,-69.652,Gas,378.06
FITZ SIMON,-32.1784,-64.4207,Hydro,31.47
FLORENTINO AMEGHINO,-43.6996,-66.4815,Hydro,185.17
FUTALEUFU,-43.1288,-71.63,Hydro,1216.6
GENERACION FRIAS SA,-28.6072,-65.1228,Gas,336.06
GENERAL ACHA,-37.4309,-64.716,Wind,11.31
GENERAL LEVALLE,-34.0364,-63.9217,Gas,407.64
GENERAL SAN MARTIN,-33.0449,-68.9219,Hydro,21.74
GOYA,-29.1388,-59.2277,Oil,6.02
GOYA (ELECTROPATAGONIA SA),-29.1388,-59.2277,Gas,96.89
GUILLERMO CESPEDES,-39.56,-65.6817,Hydro,9.19
H. PICHI PICUN LEUFU,-40.012,-69.9918,Hydro,805.77
ISLA VERDE,-33.2422,-62.3946,Oil,14.11
ITA IBATE,-27.4252,-57.3341,Oil,4.76
ITUZAINGO,-27.5785,-56.6726,Oil,6.02
Iglesia-Guañizuil,-30.34,-69.27,Solar,188.51
JULIAN  ROMERO,-38.8367,-68.038,Hydro,25.64
LA CRUZ,-29.1762,-56.6394,Oil,6.02
LA PLATA COGENERACION,-34.889,-57.9206,Gas,716.92
LA RIOJA,-29.3823,-66.8325,Oil,190.28
LA TABLADA,-27.4184,-55.9097,Gas,124.06
LA VIÑA,-31.8708,-65.0349,Hydro,44.18
LAS MADERAS,-24.4438,-65.2203,Hydro,73.63
LOS CORONELES (EX 25  DE MAYO),-34.6,-68.5285,Hydro,19.26
LOS MOLINOS I,-31.838,-64.4452,Hydro,135.62
LOS MOLINOS II,-31.838,-64.4452,Hydro,11.33
LOS QUIROGA,-27.6509,-64.3618,Hydro,9.11
LOS REYUNOS,-34.6028,-68.6383,Hydro,556.92
LUJAN DE CUYO,-33.0551,-68.981,Gas,3079.21
MAR DE AJO,-36.7208,-63.1977,Gas,190.43
MAR DEL PLATA (9 DE JULIO),-38.0495,-57.546,Gas,1127.48
MAYOR BURATOVICH,-39.2291,-62.6497,Wind,12.69
MBURUCUYA,-28.0441,-58.2285,Oil,4.68
MERCEDES,-29.1808,-58.0793,Oil,10.45
MODESTO MARANZANA,-33.1608,-64.3656,Gas,1400.25
NECOCHEA,-38.5785,-58.7108,Coal,1067.69
NIHUIL I,-34.9907,-68.6237,Hydro,223.95
NIHUIL II,-34.9039,-68.6177,Hydro,350.53
NIHUIL III,-34.8821,-68.576,Hydro,156.86
NIHUIL IV,-34.833,-68.5168,Hydro,73.35
NUEVA ESPERANZA,-26.2072,-64.2477,Oil,15.31
NUEVO PUERTO,-34.5721,-58.3835,Gas,6820.35
OBERA (TG Nº21 FIAT ),-27.5019,-55.1245,Gas,96.33
ORENSE,-38.6851,-59.7804,Oil,7.79
PARANA,-33.3549,-60.1718,Other,0
PARQUE EOLICO ARAUCO SAPEM I,-28.6684,-66.7524,Wind,158.35
PARQUE EOLICO ARAUCO SAPEM II,-28.6684,-66.7524,Wind,158.35
PARQUE EOLICO DIADEMA,-45.7458,-67.6953,Wind,39.58
PARQUE EOLICO EL TORDILLO,-45.8507,-67.9081,Wind,18.85
PARQUE EOLICO LOMA BLANCA IV (ENARSA),-43.0907,-65.2298,Wind,314.19
PARQUE EOLICO RAWSON I (ENARSA),-43.3522,-65.1734,Wind,305.39
PARQUE EOLICO RAWSON II (ENARSA),-43.3522,-65.1734,Wind,180.97
PASO DE LOS LIBRES,-29.7148,-57.0933,Oil,9.67
PATAGONIA,-45.7934,-67.5145,Gas,692.84
PERUGORRIA,-29.34,-58.6077,Oil,5.02
PICO TRUNCADO - JORGE ROMANUTTI,-46.8065,-67.9808,Wind,15.08
PICO TRUNCADO I,-46.7842,-67.9498,Gas,255.4
PIEDRA DEL AGUILA (CPSA),-31.6651,-63.8314,Hydro,2931.94
PIEDRAS MORAS,-32.1675,-64.2438,Hydro,18.44
PILAR  BICENTENARIO,-31.6651,-63.8314,Gas,2615.67
PILAR ZANICHELLI,-31.6662,-63.8344,Coal,1119.52
PLANICIE BANDERITA,-28.5339,-65.7997,Hydro,726.87
PLANTA PILOTO FOTOVOLTAICA SAN JUAN 1,-31.3891,-68.6752,Solar,2.48
PRESIDENTE SARMIENTO,-31.5129,-68.5399,Gas,176.43
PUEBLO VIEJO,-27.1149,-65.7523,Hydro,42.32
PUERTO MADRYN,-42.7069,-65.1048,Gas,235.24
PUERTO NUEVO,-34.5754,-58.3788,Coal,3052.77
PUNTA ALTA - CENTENARIO,-38.7833,-61.8984,Wind,11.31
QUEBRADA DE ULLUM,-31.2567,-61.5203,Hydro,113.26
RIO CORRALITO,-24.983,-65.686,Hydro,29.96
RIO CUARTO,-33.1614,-64.3649,Gas,199.22
RIO GRANDE,-53.7862,-67.7222,Hydro,1965.53
RIO HONDO,-27.5225,-64.8861,Hydro,75.75
SALTO ANDERSEN,-38.8244,-64.8296,Hydro,27.6
SALTO GRANDE (MITAD ARGENTINA),-31.3891,-68.6752,Hydro,1477.96
SAN FRANCISCO,-31.4391,-62.1119,Gas,224.04
SAN MARTIN DE LOS ANDES,-40.1511,-71.334,Oil,19.11
SAN NICOLAS,-33.3562,-60.1729,Coal,3337.83
SAN PEDRO,-26.6253,-54.1102,Oil,10.03
SAN ROQUE,-31.3533,-64.3938,Hydro,62.38
SANTA ISABEL,-36.2314,-66.9381,Oil,10.19
SANTO TOME,-28.5497,-56.0722,Oil,12.16
SORRENTO,-32.9053,-60.6807,Coal,1171.35
SUDOESTE,-31.463,-64.2388,Gas,784.14
Saujil,-28.165,-66.225,Solar,58.55
TARTAGAL,-22.5099,-63.797,Gas,95.21
TENARIS SIDERCA CETE II,-33.3655,-60.1435,Gas,914.08
TOSTADO,-29.2352,-61.7577,Oil,14.49
ULLUM,-31.4557,-68.7556,Hydro,78.23
URUGUA-I,-25.8766,-54.5687,Hydro,297.94
VENADO TUERTO,-33.7777,-61.9555,Oil,41.22
VILLA GESELL,-37.2487,-56.9973,Gas,728.13
VILLA MARIA (LAS PLAYAS),-39.0872,-67.0881,Gas,268.84
VUELTA DE OBLIGADO,-32.5807,-60.7903,Gas,3136.56
YACYRETA,-27.4827,-56.7397,Hydro,3605.49
Armenian-2,40.1805,44.1498,Nuclear,2411.04
Hrazadan,40.564,44.7479,Gas,6712.82
New Yerevan,40.1152,44.4973,Gas,1638.89
Sevan-Hrazdan Cascade,40.5078,44.7606,Hydro,853.67
Shamb,39.4743,46.1306,Hydro,226.04
Spandaryan,39.6494,45.85,Hydro,91.89
Tatev,39.3956,46.2578,Hydro,263.44
Yerevan,40.1138,44.5038,Gas,3326.17
Adelaide Showgrounds,-34.9453,138.5882,Solar,1.52
Albany Wind Farm,-35.0641,117.7977,Wind,56.49
Amcor Gawler,-34.5509,138.7659,Oil,7.72
Angaston,-34.5034,139.0246,Oil,96.56
Anglesea,-38.3861,144.1828,Coal,1065.59
Angurugu,-13.8584,136.4209,Oil,6.95
Appin (Mine),-34.2082,150.7722,Gas,154.2
Ararat Wind Farm,-37.2385,143.0794,Wind,627.75
Argyle Diamond Mine,-16.7162,128.4031,Oil,61.8
Bairnsdale,-37.8429,147.5639,Gas,260.7
Ballarat Base Hospital,-37.5596,143.8469,Gas,8.32
Banimboola,-36.5344,147.4594,Hydro,51.03
Bankstown Sports Club,-33.9197,151.0332,Oil,3.86
Bannerton Solar Farm,-34.6899,142.7452,Solar,185.63
Barcaldine (Len Wishaw),-23.5525,145.3142,Gas,102.61
Barcaldine KDB,-23.549,145.318,Solar,48.01
Barcaldine YD,-23.5388,145.2732,Solar,25.33
Barron Gorge,-16.8502,145.6465,Hydro,194.56
Bastyan,-41.736,145.5321,Hydro,262.31
Bayswater,-32.3953,150.9491,Coal,17049.59
Belconnen,-35.2142,148.9872,Waste,0
Bell Bay (Bell Bay Three),-41.1429,146.903,Gas,318.94
Bendeela (Shoalhaven Scheme),-34.7337,150.4669,Hydro,536.34
Berrimah,-12.4262,130.9195,Gas,27.73
Berwick,-38.1197,145.2665,Waste,0
Beryl AU,-32.353,149.468,Solar,199.78
Bidyadanga,-18.6816,121.7848,Oil,2.51
Blayney Wind Farm,-33.6219,149.1982,Wind,25.89
Blowering,-35.3986,148.2463,Hydro,224.43
Blue Lake Milling Power Plant,-36.3164,140.7575,Oil,1.93
Bluff Point (Woolnorth) Wind Farm,-40.7207,144.6869,Wind,170.01
Boco Rock,-36.5763,149.1267,Wind,295.56
Bodangora Wind Farm,-32.4146,149.0998,Wind,295.56
Bogong (Mount Beauty Hydro Scheme),-36.8055,147.228,Hydro,844.82
Braemar 1,-27.1109,150.9053,Gas,1397.8
Braemar 2,-27.1128,150.9049,Gas,1439.4
Bremer Bay Diesel Backup,-34.4018,119.3888,Oil,2.51
Brewer,-23.8817,133.8281,Gas,23.57
Brisbane BNE,-27.404,153.11,Solar,12.53
Broadmeadows,-37.6878,144.9663,Waste,0
Broadwater,-29.0118,153.4335,Biomass,
Broken Hill,-31.9863,141.4203,Gas,138.67
Broken Hill Solar Plant,-31.9867,141.3915,Solar,113.15
Brooklyn,-37.818,144.8319,Waste,0
Broome,-17.981,122.2046,Gas,109.82
Brown Mountain,-36.5951,149.474,Hydro,13.19
Browns Plains,-27.6721,153.0663,Waste,0
Bulwer Island,-27.4036,153.1363,Gas,91.52
Bungala I,-32.427,137.838,Solar,268.6
Bungala II,-32.408,137.841,Solar,267.03
Burrendong,-32.6646,149.108,Hydro,68.87
Burrinjuck Power Station,-35.0025,148.5834,Hydro,94.75
Burrup Peninsula (Karratha Gas Plant),-20.6286,116.7821,Gas,665.62
Burrup Peninsula (Pluto Phase 1),-20.5937,116.7802,Gas,443.74
Butlers Gorge,-42.2669,146.2618,Hydro,57.17
CSIRO Energy Centre,-32.8835,151.7275,Solar,3.17
Callide A,-24.334,150.628,Coal,193.74
Callide B,-24.3449,150.6197,Coal,4520.72
Callide C,-24.3449,150.6182,Coal,5424.86
Camballin,-18.0278,124.1621,Gas,2.88
Canning Vale,-32.0739,115.8914,Waste,0
Cannington Mine,-21.8601,140.9158,Gas,110.93
Canunda Wind Farm,-37.7603,140.4033,Wind,120.32
Cape Bridgewater Wind Farm,-38.3577,141.385,Wind,151.7
Cape Lambert,-20.6488,117.1407,Gas,291.2
Cape Nelson North Wind Farm,-38.3676,141.543,Wind,57.54
Cape Nelson South Wind Farm,-38.412,141.543,Wind,115.08
Cape Preston,-21.0767,116.159,Gas,1248.04
Cape Sir William Grant Wind Farm,-38.3976,141.6209,Wind,141.24
Capital Hill Wind Farm,-35.166,149.5186,Wind,366.19
Capral (Aluminium Smelter),-32.7897,151.4813,Gas,832.02
Carnarvon,-24.8692,113.6754,Gas,41.6
Catagunya,-42.4524,146.5977,Hydro,152.36
Cathedral Rocks Wind Farm,-34.8509,135.5852,Wind,172.63
Cawse Nickel Mine,-30.3808,121.1635,Gas,58.24
Cethana,-41.4787,146.1349,Hydro,294.9
Challicum Hills Wind Farm,-37.3898,143.114,Wind,137.32
Channel Island,-12.555,130.8666,Gas,859.76
Charlestown Square,-32.9643,151.6936,Gas,7.76
Childers,-25.28,152.38,Solar,186.48
Christmas Creek Iron Ore Mine,-22.399,119.732,Oil,112.01
Clare Solar Farm,-19.8398,147.2105,Solar,315.99
Claytons,-37.9502,145.1187,Waste,0
Clements Gap Wind Farm,-33.5086,138.1192,Wind,149.09
Clermont Solar Farm,-22.8446,147.5855,Solar,253.93
Cloudbreak,-22.3247,119.404,Oil,84.98
Clover,-36.7853,147.2205,Hydro,94.88
Cluny,-42.5064,146.6812,Hydro,73.67
Cockburn,-32.2001,115.7737,Gas,665.62
Codrington Wind Farm,-38.2835,141.9547,Wind,47.6
Collgar Wind Farm,-31.5432,118.4566,Wind,538.82
Collie (Bluewaters),-33.331,116.229,Coal,2686.6
Collie A,-33.3422,116.2612,Coal,2195.78
Collinsville,-20.5447,147.8049,Coal,1227.05
Collinsville Solar Farm,-20.5411,147.8074,Solar,102.8
Colongra,-33.2099,151.5448,Gas,2007.96
Condamine A,-26.6682,150.27,Gas,399.37
Condong Sugar Mill,-28.3138,153.4341,Biomass,
Copeton,-29.9102,150.9235,Hydro,65.1
Coral Bay Diesel Backup,-23.1521,113.7762,Oil,4.32
Corio,-38.0587,144.4056,Waste,0
Crookwell Wind Farm,-34.5165,149.5425,Wind,12.55
Crowlands Wind Farm,-37.1216,143.1537,Wind,209.25
Cullerin Range Wind Farm,-34.805,149.4001,Wind,78.46
Daandine,-27.0863,150.943,Gas,91.52
Dampier,-20.648,116.7219,Gas,332.81
Darling Downs,-27.1169,150.8942,Gas,1786.08
Darling Downs Solar Farm,-27.1169,150.8942,Solar,271.07
Darlot Gold Mine,-27.8972,121.2698,Gas,32.44
Dartmouth (Mount Beauty Hydro Scheme),-36.5564,147.5206,Hydro,515.46
Darwin DRW,-12.4157,130.8908,Solar,6.5
Daydream Solar Farm ,-20.4947,147.7707,Solar,121.95
DeGrussa,-25.55,119.317,Solar,24.59
Denham Diesel Backup,-25.9167,113.534,Oil,3.09
Derby,-17.3141,123.6441,Gas,34.75
Devils Gate,-41.3505,146.2632,Hydro,208.17
Diamantina,-20.7837,139.4833,Gas,671.16
Dry Creek,-34.8475,138.5818,Gas,432.65
Dubbo,-32.273,148.658,Solar,70.67
EarthPower Biomass Plant,-33.8204,151.042,Waste,0
Eastern Creek,-33.8142,150.8537,Waste,0
Eastern Creek 2,-33.8125,150.8617,Waste,0
Eildon,-37.222,145.9215,Hydro,397.2
Eildon Small Hydro,-37.2431,145.8974,Hydro,19.87
Elliott,-17.5504,133.5393,Oil,1.93
